"Path","LineNumber","Match"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","145","Nassar et al.~\citep{Nassar2025} demonstraram a aplicação de MCDA-SIG para planejamento energético no Iraque. Eles integraram AHP e SIG para avaliar simultaneamente critérios ambientais, econômicos e técnicos (radiação solar, velocidade do vento, declive, uso do solo, distância de rodovias/linhas de transmissão) e obtiveram mapas de áreas aptas para usinas solares ou eólicas. O estudo indicou que cerca de 38\% do território era adequado para projetos solares, validando a eficácia do método."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","147","Em geral, MCDA-SIG para projetos solares comunitários necessita de critérios adaptados. Além de variáveis tradicionais de recurso, é vital incluir indicadores socioeconômicos (densidade populacional rural, renda média, presença de cooperativas) e de impacto (proximidade de escolas e clínicas). Análises indicam que a modelagem multicritério~---~quando bem calibrada~---~melhora significativamente a tomada de decisão, incorporando incertezas e preferências locais. No entanto, a maioria dos estudos concentra-se em grandes usinas, deixando desafios metodológicos para sistemas de escala reduzida e governança comunitária."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","180","\item \textbf{Falta de ferramentas analíticas integradas:} Não existem sistemas de apoio à decisão que reúnam dados técnicos e socioeconômicos recentes. O planejamento costuma ocorrer com métodos simplificados e carece de rigor científico."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","183","Esses pontos reforçam a necessidade de métodos científicos como o proposto neste trabalho para orientar futuros projetos de eletrificação solar comunitária."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","190","\item \textbf{Uma metodologia integrada} que combina indicadores técnicos, sociais e de qualidade de vida em uma análise geoespacial unificada."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","217","\multicolumn{4}{|c|}{\textbf{METODOLOGIA E CRITÉRIOS}} \\"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","237","Documentação Técnica & Especificação de 6 módulos Python (MCDA, LCOE, GEE extraction, geração de mapas, dashboard, testes); 12/12 testes passando & Descrição metodológica; menos profundidade em detalhes computacionais & Formulações matemáticas; menos acesso a código executável \\"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","248","\textbf{Síntese}: O GEESP-Angola posiciona-se como a abordagem mais adequada para planejamento de sistemas solares \textit{comunitários} em contextos de baixa renda. Enquanto Nassar et al. (2025) e Li \& Wang (2025) abordam planejamento energético em escala utility ou nacional, este trabalho preenche lacuna crítica: metodologia integrada, validada, operacionalizável e com foco explícito em impacto humanitário local."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","266","\subsection{Framework Metodológico GEESP-Angola}"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","274","\item \textbf{Fase 2: Análise Multicritério para Priorização}: Classificação de áreas potenciais com base em objetivos múltiplos usando métodos como AHP."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","291","A segunda fase aplica \textbf{métodos de decisão multicritério} para classificar áreas potenciais, envolvendo:"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","366","\subsubsection{Flexibilidade Metodológica: Ponderação Personalizada por Perfil Comunitário}"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","426","prioridades políticas sem comprometer a robustez metodológica."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","800","\subsection{Contribuições Metodológicas}"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","806","\item \textbf{Framework replicável:} Metodologia claramente documentada, aplicável a outras províncias ou países com contextos similares"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","879","\item Reprodutibilidade do método e capacidade de escalonamento nacional."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","948","Redação inicial & Escrever Métodos e Resultados; criar figuras & 1 semana \\"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","965","R. Da Silva: liderança do projeto, análise espacial e redação; A. Dos Santos: processamento de dados e GEE; D. Mpanka: levantamento bibliográfico e validação; A. André, M. Saldanha, L. Da Silva: apoio metodológico, revisão e validação local."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1065","\multicolumn{6}{|l|}{\checkmark \textbf{Todos os cenários base e sensibilidade indicam viabilidade financeira positiva}} \\"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1092","\subsection{Limitações Metodológicas Ampliadas}"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1113","1. \textbf{Eficácia metodológica:} A integração de critérios técnicos, socioeconómicos e ambientais em SIG produziu uma classificação espacial robusta e replicável, identificando três zonas prioritárias que combinam alto potencial solar com necessidade significativa de eletrificação."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1119","4. \textbf{Potencial de expansão:} A metodologia é escalável para nível nacional e transferível para outros países com desafios similares de eletrificação rural."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1125","A adoção de um processo transparente e baseado em evidências para seleção de locais pode reduzir o custo de implementação e aumentar o impacto social das intervenções. A replicabilidade do método facilita sua aplicação a outras províncias e contribui para os objetivos nacionais de eletrificação até 2030."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1165","Todos os módulos foram testados (7/7 testes passando) e estão disponíveis no repositório GitHub \url{https://github.com/ISPTEC-Energy/geesp-angola}."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1209","Módulo de extração automatizada de dados satelitais em 293 linhas. Classe \texttt{GEEExtractor} fornece métodos para:"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1233","Módulo financeiro em 378 linhas implementando metodologia NREL/Lazard. Classe \texttt{LCOECalculator} oferece:"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1242","Método \texttt{compare\_technologies()} retorna DataFrame com LCOE normalizado por kWh para suporte à decisão tecnológica."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1299","\textbf{Interpretação}: Os resultados demonstram robustez elevada da análise MCDA, com as três zonas prioritárias mantendo ranking consistente mesmo com variações de ±20\% nos pesos. A Zona 1 (Cacula-Humpata) mantém supremacia em aptidão integrada em todos os cenários testados. Critérios de irradiação solar e declividade apresentam baixa sensibilidade (variação $<$12\%), enquanto densidade populacional exerce maior influência (variação até 45\%) mas não altera conclusões estratégicas."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1389","\section{Metodologia Detalhada e Código Fonte}"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1393","Todos os scripts, código-fonte, dados, e documentação estão disponíveis no repositório oficial:"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\manuscript\SOL_SUBMISSION.tex","1442","Todos os testes passam com sucesso, validando a integridade e precisão dos algoritmos implementados."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\GANNT_MASTER_FEB2026.md","73","└─ Zona +1 adicional (TBD)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\GANNT_MASTER_FEB2026.md","90","| 8 | Baseline Survey Protocol (detalhe dia-por-dia) | Eng. Campo | 18 fev | 5h | 21 fev | ⚠️ DRAFT | Aprovação ética |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\RISK_MITIGATION_MATRIX_FEB2026.md","214","- Reviewers podem criticar: viés de dados, falta de validação de campo, metodologia MCDA discutida"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\RISK_MITIGATION_MATRIX_FEB2026.md","235","- 3ª fallback: *Environmental Modelling & Software* (metodológico) — 60% acceptance"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\RISK_MITIGATION_MATRIX_FEB2026.md","279","- **Mitig 1:** Pre-testagem rigorosa de todos equipamento (2 semanas antes campo)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\PROJECT_MANAGEMENT\RISK_MITIGATION_MATRIX_FEB2026.md","303","- **Mitig 3:** Métodos triangulation: combinar múltiplas fontes (satellite + ground + surveys)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\CONSOLIDACAO_FINAL_MELHORIAS_FEB11_2026.md","42","- Validação metodológica AHP (CR=0.0755)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\CONSOLIDACAO_FINAL_MELHORIAS_FEB11_2026.md","167","- Secção 2: Metodologia (4 pág.)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\CONSOLIDACAO_FINAL_MELHORIAS_FEB11_2026.md","201","✅ Todos documentos validados internamente"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\CONSOLIDACAO_FINAL_MELHORIAS_FEB11_2026.md","337","| Questão | Contacto | Método |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_PACKAGE_COMPLETE_INDEX.md","190","- [x] Draft the 5 core files (MINEA, SOL.tex, GANNT, Risk, Baseline, Funding)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_STATUS_DASHBOARD_FEB9.md","149","| ✅ | Letter drafted | Yes |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_STATUS_DASHBOARD_FEB9.md","214","| **Stakeholder Engagement** | MINEA letter drafted | MINEA letter signed | 1st government approval secured |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_TRACKER_REALTIME_FEB9-12.md","57","**Notes:** [TBD]"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_TRACKER_REALTIME_FEB9-12.md","77","**Notes:** [TBD]"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\EXECUTION_TRACKER_REALTIME_FEB9-12.md","118","**Notes:** [TBD]"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\FILE_INDEX_IMPROVEMENTS_FEB11_2026.md","258","| **Completude Conteúdo** | ✅ | Todos secções obrigatórias incluídas |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\FILE_INDEX_IMPROVEMENTS_FEB11_2026.md","295","_Todos os ficheiros estão prontos para implementação imediata e rastreamento contínuo. Próxima revisão: 18 de fevereiro de 2026._"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\IMPLEMENTATION_SUMMARY_FEB11_2026.md","39","- ✅ Validação Metodológica (AHP CR=0.0755, sensitivity analysis)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\IMPLEMENTATION_SUMMARY_FEB11_2026.md","172","| Cartas autoridades locais customização | Rocélio | 13 fev | ⚠️ DRAFT |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\IMPLEMENTATION_SUMMARY_FEB11_2026.md","227","| Website do Projecto (landing+blog) | Média | 15 mar | TBD |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\IMPLEMENTATION_SUMMARY_FEB11_2026.md","235","| Questão | Contacto | Método |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\JOURNAL_SUBMISSION_METADATA_FEB12.md","29","- [ ] Figure 2: Metodologia AHP workflow"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\JOURNAL_SUBMISSION_METADATA_FEB12.md","105","Rocélio Silva: Conceptualization, Methodology, Analysis, Writing-Original Draft"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\LIVE_EXECUTION_TASK1_FEB9.md","339","Status: ✅ COMPLETE or ❌ INCOMPLETE"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PLANO_EXECUCAO_72H_FEB9-12.md","117","- [ ] No ""TODO"" or ""FIXME"" comments encontrados"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","62","- Audits de 9 dimensões (rigor científico, formato, metodologia, etc.)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","99","6. **Metodologia** — Framework GEESP-Angola, AHP, Weighted Overlay"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","119","**Diferença vs. SOL.tex:** Remove TODO notes, limpa formatting, valida references"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","206","│   └── METODOLOGIA.md"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","409","- Metodologia (3 linhas)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","443","│   │   ├── RELATORIO_CAPACIDADE_METODOLOGIA.md"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\PROJECT_FOLDER_GUIDE.md","614","└── 📁 figuras/                  [FIGURES PASTE/DRAFT]"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","69","│   │   │   ├── RELATORIO_CAPACIDADE_METODOLOGIA.md"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","192","GEESP-Angola é uma estrutura geoespacial de análise multicritério (MCDA) para identificar locais comunitários ótimos para sistemas solares na Província da Huíla, Angola. A metodologia integra dados de satélite, mapeamento de infraestrutura e ponderação transparente de peritos para recomendar sistemas tecnológicos adequados a 191 000 beneficiários."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","248","│   │   ├── capacity/ (relatórios de capacidade e metodologia)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","249","│   │   │   ├── RELATORIO_CAPACIDADE_METODOLOGIA.md"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","297","- Introdução, revisão bibliográfica, metodologia"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","316","- Problema, metodologia, resultados, novidade, implicações"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","376","| Clareza Científica | ✅ Forte | Metodologia + Apêndices A–D |"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","411","**Manuscrito & Metodologia**: [writing/SOL.tex](writing/SOL.tex)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README.md","421","- [x] Manuscrito completo (62 páginas, todos apêndices)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README_NEW.md","147","**Metodologia:**"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README_NEW.md","190","Todos estes documentos têm versão PT:"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\README_NEW.md","246","- ✅ Todos os ficheiros preservados"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\REORGANIZATION_COMPLETE.md","242","- [x] Todos os ficheiros movidos com sucesso"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\REORGANIZATION_COMPLETE.md","268","R: Sim! Todos estão organizados em ROOT_DOCS, PROJECT_MANAGEMENT, GOVERNANCE_COMPLIANCE ou ARCHIVE."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\REORGANIZATION_COMPLETE.md","271","R: Abra `ROOT_DOCS/MASTER_INDEX.md` — tem índice completo com links a todos os documentos."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\ROOT_DOCS\REORGANIZATION_STRUCTURE_MAP_FEB9.md","252","**Audiência:** Todos (novo no projeto)"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\scripts\export_markers.ps1","2","Run from workspace root to export all TODO/TBD/DRAFT/FIXME/INCOMPLETE matches to CSV."
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\scripts\export_markers.ps1","12","$pattern = 'TODO|TBD|DRAFT|FIXME|INCOMPLETE'"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\submissions\MINEA_Support_Letter_FEB2026.md","33","### 1. **Rigor Metodológico Internacional**"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\submissions\MINEA_Support_Letter_FEB2026.md","35","- A análise de sensibilidade (+/- 20% variação de pesos, 42/42 cenários mantêm ranking) demonstra robustez metodológica"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\submissions\MINEA_Support_Letter_FEB2026.md","87","- ODS 7: Energia Limpa e Acessível para Todos"
"C:\Users\rocel\OneDrive\Desktop\MIT SCIENCE PAPER\Full project\submissions\MINEA_Support_Letter_FEB2026.md","96","- Treino de equipas técnicas angolanas em metodologias GIS/SIG + MCDA"
